,url,price,locali,superficie,bagni,piano
58,https://www.immobiliare.it/70084416-Vendita-Appartamento-via-Nomentana-833-Roma.html,745.000,5+ ,230,3 ,4
59,https://www.immobiliare.it/70495408-Vendita-Attico-Mansarda-via-delle-Altee-Roma.html,50.000,2 ,20,1 ,A
60,https://www.immobiliare.it/70288308-Vendita-Appartamento-via-della-Fotografia-Roma.html,690.000,5 ,140,2 ,2
61,https://www.immobiliare.it/69489710-Vendita-Appartamento-via-di-Pietralata-Roma.html,395.000,5+ ,130,2 ,1
62,https://www.immobiliare.it/69090654-Vendita-Bilocale-via-Ezio-Sciamanna-12-Roma.html,159.000€,2 ,65,1 ,R
63,https://www.immobiliare.it/67751455-Vendita-Quadrilocale-viale-Carso-Roma.html,695.000,4 ,100,2 ,2
64,https://www.immobiliare.it/66064221-Vendita-Appartamento-viale-delle-Mura-Gianicolensi-Roma.html,1.250.000€,5+ ,140,2 ,2
65,https://www.immobiliare.it/63015050-Vendita-Trilocale-viale-dei-Quattro-Venti-Roma.html,390.000,3 ,93,1 ,2
66,https://www.immobiliare.it/69253850-Vendita-Appartamento-via-Courmayeur-Roma.html,650.000,5+ ,170,3 ,1
67,https://www.immobiliare.it/68192569-Vendita-Appartamento-via-Orazio-Roma.html,1.499.000,5+ ,250,3+ ,1
68,https://www.immobiliare.it/64673188-Vendita-Bilocale-via-Mario-Musco-82-Roma.html,259.000,2 ,55,1 ,A
69,https://www.immobiliare.it/69866648-Vendita-Quadrilocale-via-Mario-Ridolfi-32-Roma.html,359.000,4 ,130,3 ,3
70,https://www.immobiliare.it/68929529-Vendita-Trilocale-via-Mattia-Battistini-220C-Roma.html,279.000,3 ,100,2 ,1
71,https://www.immobiliare.it/67646595-Vendita-Bilocale-via-della-Camilluccia-Roma.html,169.000,2 ,58,1 ,T
72,https://www.immobiliare.it/64762998-Vendita-Attico-Mansarda-viale-Ezra-Pound-Roma.html,940.000,5+ ,200,3 ,A
73,https://www.immobiliare.it/61837974-Vendita-Appartamento-viale-dell-Aeronautica-Roma.html,499.000,5+ ,123,2 ,3
74,https://www.immobiliare.it/65779135-Vendita-Trilocale-via-dei-Banchi-Vecchi-Roma.html,680.000,3 ,90,1 ,3
75,https://www.immobiliare.it/69599068-Vendita-Bilocale-via-Federico-Turano-57-Roma.html,165.000,2 ,78,1 ,4
76,https://www.immobiliare.it/69478008-Vendita-Quadrilocale-via-Jacopo-Mostacci-8-Roma.html,289.000,4 ,110,2 ,1
77,https://www.immobiliare.it/69580780-Vendita-Appartamento-via-Pinerolo-Roma.html,670.000,5+ ,180,2 ,1
78,https://www.immobiliare.it/66667845-Vendita-Attico-Mansarda-piazza-di-San-Calisto-Roma.html,655.000,4 ,93,1 ,4
79,https://www.immobiliare.it/68862415-Vendita-Bilocale-via-Luciano-Zuccoli-49-Roma.html,169.000,2 ,80,1 ,T
80,https://www.immobiliare.it/67622989-Vendita-Appartamento-via-San-Marcello-Pistoiese-73-Roma.html,410.000,5 ,141,2 ,1
81,https://www.immobiliare.it/67531639-Vendita-Attico-Mansarda-via-Bartolomeo-Dusi-18-Roma.html,450.000,4 ,166,2 ,4
82,https://www.immobiliare.it/69862702-Vendita-Appartamento-via-San-Sotero-Roma.html,1.100.000,5+ ,225,3+ ,3
83,https://www.immobiliare.it/69731442-Vendita-Bilocale-via-Alessandro-Cialdi-Roma.html,215.000,2 ,52,1 ,2
84,https://www.immobiliare.it/67959361-Vendita-Appartamento-piazza-Del-Fante-Roma.html,1.090.000,5+ ,190,2 ,2
85,https://www.immobiliare.it/67281797-Vendita-Quadrilocale-via-dei-Chiavari-Roma.html,849.000,4 ,127,1 ,2
86,https://www.immobiliare.it/66479763-Vendita-Appartamento-via-Sesto-Rufo-42-Roma.html,1.080.000,5+ ,250,3+ ,3
87,https://www.immobiliare.it/66537679-Vendita-Quadrilocale-via-Francesco-Crispi-Roma.html,1.350.000,4 ,137,2 ,4
88,https://www.immobiliare.it/66093203-Vendita-Attico-Mansarda-piazzale-delle-Medaglie-Roma.html,699.000,5+ ,174,3 ,A
89,https://www.immobiliare.it/62947138-Vendita-Appartamento-via-del-Governo-Vecchio-Roma.html,720.000,5+ ,145,1 ,1
90,https://www.immobiliare.it/67344901-Vendita-Appartamento-via-Pompeo-neri-Roma.html,595.000,5+ ,135,3 ,1
91,https://www.immobiliare.it/66890473-Vendita-Appartamento-via-Margutta-Roma.html,3.200.000,5+ ,212,2 ,2
92,https://www.immobiliare.it/68192795-Vendita-Attico-Mansarda-largo-Arturo-Donaggio-Roma.html,135.000,2 ,60,1 ,5
93,https://www.immobiliare.it/67401927-Vendita-Trilocale-via-del-Cottanello-Roma.html,315.000,3 ,92,2 ,5
94,https://www.immobiliare.it/70420586-Vendita-Bilocale-via-Prenestina-59-Roma.html,229.000,2 ,70,1 ,5
95,https://www.immobiliare.it/64236874-Vendita-Appartamento-via-della-Tribuna-di-Roma.html,3.700.000,5+ ,250,3+ ,5
96,https://www.immobiliare.it/68986837-Vendita-Bilocale-via-del-Cottanello-Roma.html,235.000,2 ,56,1 ,4
97,https://www.immobiliare.it/68518819-Vendita-Quadrilocale-via-Suor-Maria-Agostina-Roma.html,199.000,4 ,125,2 ,1
98,https://www.immobiliare.it/63420032-Vendita-Attico-Mansarda-via-dei-Baullari-Roma.html,1.050.000,5+ ,235,3 ,3
99,https://www.immobiliare.it/65062100-Vendita-Appartamento-piazza-Cavour-Roma.html,950.000,5 ,170,1 ,3
100,https://www.immobiliare.it/70114826-Vendita-Trilocale-via-Genserico-Fontana-11-Roma.html,520.000,3 ,105,2 ,1
101,https://www.immobiliare.it/70114868-Vendita-Loft-Open-Space-via-Di-Capo-Le-Case-Roma.html,680.000,2 ,70,1 ,4
102,https://www.immobiliare.it/69084658-Vendita-Appartamento-via-Caroncini-Roma.html,1.170.000,5+ ,300,3 ,1
103,https://www.immobiliare.it/66088401-Vendita-Bilocale-via-Silicella-17-Roma.html,115.000,2 ,58,1 ,3
104,https://www.immobiliare.it/65577692-Vendita-Appartamento-via-Principe-Eugenio-Roma.html,1.680.000,5+ ,210,2 ,5
105,https://www.immobiliare.it/63735830-Vendita-Attico-Mansarda-via-Clemente-III-14-Roma.html,499.000,5 ,159,1 ,4
106,https://www.immobiliare.it/70107928-Vendita-Trilocale-via-Fontanellato-75-Roma.html,279.000,3 ,110,1 ,T
107,https://www.immobiliare.it/69599432-Vendita-Trilocale-via-Raffaele-De-Ferrari-60-Roma.html,119.000€,3 ,85,1 ,2
108,https://www.immobiliare.it/68841515-Vendita-Appartamento-via-Lorenzo-Rocci-67-Roma.html,739.000,5 ,150,2 ,T
109,https://www.immobiliare.it/67991129-Vendita-Loft-Open-Space-via-della-Fontana-5-Roma.html,68.000€,2 ,20,1 ,T
110,https://www.immobiliare.it/70265150-Vendita-Trilocale-via-Carlo-Dapporto-38-Roma.html,215.000,3 ,67,1 ,1
111,https://www.immobiliare.it/67012733-Vendita-Attico-Mansarda-via-della-Frezza-Roma.html,2.150.000,4 ,150,1 ,4
112,https://www.immobiliare.it/64957198-Vendita-Appartamento-via-del-Biscione-Roma.html,1.560.000,5 ,191,3 ,1
113,https://www.immobiliare.it/66484469-Vendita-Bilocale-viale-Cortina-d-Ampezzo-Roma.html,119.000,2 ,55,1 ,T
114,https://www.immobiliare.it/70495418-Vendita-Trilocale-via-Columella-Roma.html,125.000,3 ,50,1 ,T
115,https://www.immobiliare.it/69722980-Vendita-Quadrilocale-via-Cristoforo-Sabbadino-Roma.html,189.000,4 ,168,3+ ,T
116,https://www.immobiliare.it/68902925-Vendita-Attico-Mansarda-via-Taranto-100-Roma.html,459.000,2 ,85,1 ,A
117,https://www.immobiliare.it/69613394-Vendita-Trilocale-via-Arnaldo-Cantani-Roma.html,269.000,3 ,87,2 ,3
118,https://www.immobiliare.it/70041836-Vendita-Quadrilocale-viale-Bruno-Pelizzi-281-Roma.html,370.000,4 ,139,2 ,5
119,https://www.immobiliare.it/69451666-Vendita-Trilocale-via-della-Balduina-Roma.html,275.000,3 ,72,1 ,2
120,https://www.immobiliare.it/69728680-Vendita-Trilocale-via-della-Camilluccia-273-Roma.html,440.000,3 ,130,2 ,T
121,https://www.immobiliare.it/68751099-Vendita-Bilocale-via-Savona-Roma.html,339.000,2 ,70,1 ,3
122,https://www.immobiliare.it/67380229-Vendita-Trilocale-via-del-Cottanello-Roma.html,260.000,3 ,78,2 ,1
123,https://www.immobiliare.it/66484253-Vendita-Trilocale-via-Antonio-Ciamarra-Roma.html,325.000,3 ,100,2 ,5
124,https://www.immobiliare.it/60582078-Vendita-Bilocale-via-Dei-Banchi-Nuovi-Roma.html,620.000,2 ,65,1 ,3
125,https://www.immobiliare.it/70089532-Vendita-Appartamento-viale-parioli-37-Roma.html,1.599.000,5+ ,270,3+ ,R
126,https://www.immobiliare.it/69586174-Vendita-Appartamento-Cortina-D-ampezzo-Roma.html,895.000,5+ ,200,3 ,3
127,https://www.immobiliare.it/68597785-Vendita-Bilocale-viale-delle-Medaglie-d-Oro-124-Roma.html,249.000,2 ,75,1 ,1
128,https://www.immobiliare.it/68172417-Vendita-Trilocale-via-L-Aquila-33-Roma.html,375.000,3 ,120,1 ,3
129,https://www.immobiliare.it/68159131-Vendita-Appartamento-via-del-Forte-Trionfale-1-Roma.html,670.000,5+ ,227,3 ,3
130,https://www.immobiliare.it/67406315-Vendita-Quadrilocale-via-della-Mendola-18-Roma.html,519.000,4 ,150,3 ,3
131,https://www.immobiliare.it/63857680-Vendita-Quadrilocale-viale-della-Grande-Muraglia-Roma.html,250.000,4 ,110,2 ,A
132,https://www.immobiliare.it/64878866-Vendita-Bilocale-piazza-de-Ricci-Roma.html,480.000,2 ,60,1 ,R
133,https://www.immobiliare.it/70334562-Vendita-Trilocale-via-Genserico-Fontana-11-Roma.html,450.000,3 ,90,2 ,1
134,https://www.immobiliare.it/69003819-Vendita-Appartamento-viale-Europa-300-Roma.html,660.000,5 ,148,2 ,R
135,https://www.immobiliare.it/63016632-Vendita-Trilocale-via-Radicofani-Roma.html,159.000,3 ,55,1 ,T
136,https://www.immobiliare.it/68339083-Vendita-Trilocale-via-Aristobulo-Roma.html,230.000,3 ,105,2 ,2
137,https://www.immobiliare.it/68011717-Vendita-Trilocale-via-delle-Palme-16-Roma.html,149.000,3 ,75,1 ,1
138,https://www.immobiliare.it/69603432-Vendita-Appartamento-viale-delle-Milizie-22-Roma.html,1.790.000,5+ ,250,3+ ,3
139,https://www.immobiliare.it/70265152-Vendita-Trilocale-via-Bronte-85-Roma.html,149.000,3 ,63,2 ,A
140,https://www.immobiliare.it/53326631-Vendita-Quadrilocale-viale-Isacco-Newton-Roma.html,350.000,4 ,130,2 ,2
141,https://www.immobiliare.it/70288304-Vendita-Appartamento-via-Romeo-Rodriguez-Pereira-Roma.html,1.450.000,5+ ,321,3+ ,1
142,https://www.immobiliare.it/68503785-Vendita-Trilocale-viale-Timocle-Roma.html,328.000,3 ,98,2 ,T
143,https://www.immobiliare.it/67499925-Vendita-Attico-Mansarda-viale-dell-Oceano-Atlantico-Roma.html,820.000€,5+ ,209,2 ,4
144,https://www.immobiliare.it/69708464-Vendita-Trilocale-via-Santorre-di-Santarosa-Roma.html,285.000,3 ,80,1 ,2
145,https://www.immobiliare.it/64679588-Vendita-Appartamento-via-Alessandro-Nelli-99-Roma.html,169.000,5 ,120,2 ,2
146,https://www.immobiliare.it/69311578-Vendita-Attico-Mansarda-viale-della-Tecnica-Roma.html,1.290.000,5+ ,210,2 ,A
147,https://www.immobiliare.it/69605680-Vendita-Trilocale-via-Benedetto-Torti-31-Roma.html,110.000,3 ,58,1 ,1
148,https://www.immobiliare.it/66981417-Vendita-Attico-Mansarda-via-Acquaroni-120-Roma.html,190.000,5 ,139,3 ,A
149,https://www.immobiliare.it/69763546-Vendita-Appartamento-via-Casale-degli-Inglesi-40-Roma.html,369.000,5 ,125,2 ,2
150,https://www.immobiliare.it/69310338-Vendita-Bilocale-viale-Louis-Pasteur-77-Roma.html,430.000,2 ,68,1 ,3
151,https://www.immobiliare.it/67495739-Vendita-Attico-Mansarda-largo-Elvezia-Roma.html,4.200.000,5+ ,400,3+ ,3
152,https://www.immobiliare.it/68642641-Vendita-Trilocale-via-Guido-Cora-15-Roma.html,239.000,3 ,110,2 ,2
153,https://www.immobiliare.it/69727546-Vendita-Bilocale-via-Cesare-Ferrero-di-Roma.html,380.000,2 ,60,1 ,T
154,https://www.immobiliare.it/60763796-Vendita-Quadrilocale-via-Leonina-Roma.html,530.000,4 ,96,1 ,4
155,https://www.immobiliare.it/65359402-Vendita-Trilocale-via-dei-Quintili-98-Roma.html,215.000,3 ,70,1 ,2
156,https://www.immobiliare.it/60256704-Vendita-Appartamento-via-della-Camilluccia-701-Roma.html,1.140.000,5+ ,260,3+ ,1
157,https://www.immobiliare.it/69133370-Vendita-Attico-Mansarda-via-Spadafora-18-Roma.html,159.000,3 ,110,1 ,4
158,https://www.immobiliare.it/69573370-Vendita-Appartamento-via-Michele-Amari-Roma.html,329.000€,5 ,122,2 ,1
159,https://www.immobiliare.it/69745920-Vendita-Bilocale-via-Trionfale-10047-Roma.html,79.000€,2 ,58,1 ,1
160,https://www.immobiliare.it/70085950-Vendita-Trilocale-piazza-San-Giovanni-di-Dio-Roma.html,425.000,3 ,72,2 ,4
161,https://www.immobiliare.it/70085240-Vendita-Trilocale-piazza-San-Giovanni-di-Dio-39-Roma.html,400.000,3 ,60,1 ,3
162,https://www.immobiliare.it/70085670-Vendita-Bilocale-piazza-San-Giovanni-di-Dio-39-Roma.html,300.000,2 ,46,1 ,4
163,https://www.immobiliare.it/70086882-Vendita-Appartamento-piazza-San-Giovanni-di-Dio-39-Roma.html,669.000,5 ,86,2 ,4
164,https://www.immobiliare.it/70100018-Vendita-Quadrilocale-piazza-San-Giovanni-di-Dio-39-Roma.html,574.000,4 ,89,2 ,5
165,https://www.immobiliare.it/70084602-Vendita-Trilocale-piazza-San-Giovanni-di-Dio-39-Roma.html,500.000,3 ,89,2 ,3
166,https://www.immobiliare.it/66714575-Vendita-Quadrilocale-via-Giulio-Pasquati-210-Roma.html,269.000,4 ,128,2 ,3
167,https://www.immobiliare.it/70221108-Vendita-Attico-Mansarda-via-Vetulonia-Roma.html,1.250.000,5+ ,245,3+ ,A
168,https://www.immobiliare.it/70494314-Vendita-Quadrilocale-viale-Tito-Labieno-Roma.html,460.000,4 ,110,2 ,1
169,https://www.immobiliare.it/66918511-Vendita-Appartamento-viale-delle-Medaglie-d-Oro-360-Roma.html,539.000,5+ ,180,2 ,1
170,https://www.immobiliare.it/69541446-Vendita-Trilocale-via-Cassiodoro-Roma.html,630.000,3 ,124,2 ,R
171,https://www.immobiliare.it/69450622-Vendita-Attico-Mansarda-via-Val-Pellice-Roma.html,860.000,5 ,250,2 ,4
172,https://www.immobiliare.it/66255797-Vendita-Trilocale-Borgo-Angelico-Roma.html,415.000,3 ,75,1 ,2
173,https://www.immobiliare.it/56113512-Vendita-Appartamento-via-Barnaba-Oriani-Roma.html,2.100.000,5+ ,270,3 ,2
174,https://www.immobiliare.it/69259598-Vendita-Appartamento-via-Archimede-Roma.html,710.000,5+ ,170,1 ,1
175,https://www.immobiliare.it/70180026-Vendita-Appartamento-via-San-Damaso-34-Roma.html,900.000,5+ ,175,3 ,3
176,https://www.immobiliare.it/67713597-Vendita-Appartamento-via-Laurentina-767-Roma.html,440.000,5 ,160,2 ,2
177,https://www.immobiliare.it/65519432-Vendita-Trilocale-via-Marino-Ghetaldi-Roma.html,300.000,3 ,98,1 ,T
178,https://www.immobiliare.it/68369939-Vendita-Bilocale-via-del-Porto-Fluviale-Roma.html,520.000,2 ,79,1 ,3
179,https://www.immobiliare.it/60000736-Vendita-Appartamento-via-della-Fonte-di-Fauno-Roma.html,1.650.000,5+ ,165,3 ,3
180,https://www.immobiliare.it/69076862-Vendita-Quadrilocale-via-Giulio-Aristide-Sartorio-Roma.html,384.000€,4 ,125,2 ,1
181,https://www.immobiliare.it/68823801-Vendita-Quadrilocale-via-Giuseppe-Taverna-150-Roma.html,590.000,4 ,166,2 ,R
182,https://www.immobiliare.it/69452346-Vendita-Appartamento-viale-Libia-Roma.html,890.000,5 ,150,2 ,1
183,https://www.immobiliare.it/69240868-Vendita-Attico-Mansarda-via-Massimi-148-Roma.html,1.145.000,5+ ,210,3 ,6
184,https://www.immobiliare.it/67871043-Vendita-Appartamento-via-20-Settembre-Roma.html,775.000,5+ ,160,3+ ,4
185,https://www.immobiliare.it/64612862-Vendita-Attico-Mansarda-via-degli-Orti-di-Galba-Roma.html,240.000,2 ,70,1 ,5
186,https://www.immobiliare.it/68208053-Vendita-Attico-Mansarda-via-Cassia-851-Roma.html,190.000,3 ,85,1 ,5
187,https://www.immobiliare.it/69899692-Vendita-Attico-Mansarda-via-Archimede-Roma.html,1.380.000,5+ ,220,3 ,5
188,https://www.immobiliare.it/69298632-Vendita-Bilocale-via-della-Badia-di-Cava-Roma.html,148.000,2 ,49,1 ,7
189,https://www.immobiliare.it/68210745-Vendita-Bilocale-via-Guido-Castelnuovo-Roma.html,230.000€,2 ,75,1 ,8
190,https://www.immobiliare.it/65771651-Vendita-Loft-Open-Space-via-Vittor-Pisani-2D-Roma.html,680.000,1 ,125,1 ,T
191,https://www.immobiliare.it/60417342-Vendita-Attico-Mansarda-via-Peirce-Roma.html,320.000,2 ,68,1 ,A
192,https://www.immobiliare.it/65795373-Vendita-Appartamento-via-Gregorio-VII-396-Roma.html,450.000,5+ ,140,2 ,2
193,https://www.immobiliare.it/69728704-Vendita-Attico-Mansarda-via-della-Casetta-Mattei-232-Roma.html,139.000€,4 ,100,3 ,3
194,https://www.immobiliare.it/68009635-Vendita-Bilocale-via-Michelangelo-Peroglio-Roma.html,350.000€,2 ,85,1 ,3
195,https://www.immobiliare.it/67403215-Vendita-Quadrilocale-via-della-Lupa-Roma.html,790.000,4 ,92,2 ,2
196,https://www.immobiliare.it/67995033-Vendita-Quadrilocale-viale-della-Tecnica-Roma.html,515.000,4 ,150,2 ,1
197,https://www.immobiliare.it/70266422-Vendita-Quadrilocale-via-Livio-Pentimalli-Roma.html,620.000,4 ,130,2 ,1
198,https://www.immobiliare.it/64397638-Vendita-Attico-Mansarda-via-della-Muratella-39-Roma.html,150.000,3 ,65,2 ,A
199,https://www.immobiliare.it/52524149-Vendita-Attico-Mansarda-via-Luigi-Corti-Roma.html,1.065.000,4 ,280,3 ,4
200,https://www.immobiliare.it/69960024-Vendita-Appartamento-via-20-Settembre-Roma.html,630.000,5 ,147,2 ,R
201,https://www.immobiliare.it/69727028-Vendita-Trilocale-via-Costantino-Roma.html,449.000,3 ,126,1 ,6
202,https://www.immobiliare.it/69536580-Vendita-Quadrilocale-via-Giulio-Antamoro-Roma.html,339.000,4 ,120,2 ,1
203,https://www.immobiliare.it/67720187-Vendita-Bilocale-via-Copenaghen-40-Roma.html,490.000,2 ,82,1 ,4
204,https://www.immobiliare.it/66878931-Vendita-Attico-Mansarda-ponte-cavour-Roma.html,2.950.000,5+ ,250,3+ ,3
205,https://www.immobiliare.it/68310553-Vendita-Bilocale-via-Antonio-Pacinotti-Roma.html,449.000,2 ,93,1 ,3
206,https://www.immobiliare.it/60692312-Vendita-Appartamento-via-Sardegna-Roma.html,1.990.000,5+ ,370,3 ,3
207,https://www.immobiliare.it/70347982-Vendita-Bilocale-via-Sicilia-Roma.html,560.000,2 ,60,2 ,4
208,https://www.immobiliare.it/70178590-Vendita-Appartamento-via-di-Monte-del-Gallo-6-Roma.html,730.000,5 ,150,2 ,4
209,https://www.immobiliare.it/69684824-Vendita-Trilocale-via-Ercole-Bombelli-18-Roma.html,325.000,3 ,110,2 ,2
210,https://www.immobiliare.it/67325263-Vendita-Appartamento-via-Adige-Roma.html,2.950.000,5+ ,540,3+ ,R
211,https://www.immobiliare.it/70256058-Vendita-Appartamento-via-Francesco-Ferrara-36-Roma.html,790.000,5 ,168,3 ,4
212,https://www.immobiliare.it/70304040-Vendita-Quadrilocale-viale-Cortina-d-Ampezzo-58-Roma.html,980.000,4 ,243,3 ,2
213,https://www.immobiliare.it/63640846-Vendita-Attico-Mansarda-viale-Pantelleria-Roma.html,720.000,4 ,185,2 ,A
